0;0.0164;0.0106;0.01585;0.0176;0.01245;0.010375
5;0.0839;0.0714;0.0855;0.07435;0.08715;0.08385
10;0.166;0.157;0.1664;0.1837;0.1665;0.1538
20;0.30655;0.2983;0.3165;0.29105;0.3082;0.305
50;0.77;0.764;0.75;0.7305;0.7775;0.794
