0;0.0351;0.0358;0.04755;0.0381;0.0327;0.03965
5;0.0958;0.12;0.11095;0.11165;0.11505;0.1032
10;0.19755;0.1883;0.18315;0.20465;0.1917;0.15655
20;0.3566;0.34935;0.3529;0.36065;0.3395;0.3417
50;0.7765;0.7885;0.8115;0.82;0.851;0.791
