"x","y","uy"
0,0.0319736842105263,0.00251938110612369
0,0.0296734693877551,0.00203036821935391
5,0.34453781512605,0.0119272638521642
5,0.347257383966245,0.0101915451239766
10,0.763157894736842,0.0138736387715538
10,0.754491017964072,0.0210033493195477
20,1.50204081632653,0.0334309107800331
20,1.625,0.0403224637766324
50,3.3743842364532,0.0737270165081445
50,3.42105263157895,0.0802555979766056
100,7.8169014084507,0.152577502902211
100,7.07792207792208,0.132589656901108
